,ID,Description,GeneRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0019233,GO:0019233,sensory perception of pain,37/812,7.35E-06,0.000116736,8.04E-05,TAC1/OPRK1/SLC9A1/NTSR1/CHRNA4/MAPK3/TRPA1/GRIN2D/KCNA1/OPRM1/OPRD1/CNR1/HOXB8/HOXD1/PRDM12/ANO1/EDNRB/ADCYAP1/DLG2/GRM1/UCHL1/EPHB1/NPY1R/PTAFR/GRIN1/PENK/NPY2R/BACE1/CCK/NTRK1/PTGS2/P2RX7/CCL2/NMU/CCR2/SCN11A/ALOXE3,37
GO:0003158,GO:0003158,endothelium development,44/812,7.53E-06,0.00011933,8.22E-05,COL23A1/TNFRSF1A/PTPRS/ETV2/MET/RAPGEF1/PDE4D/FGF1/FOXP1/TJP2/BMP4/IL1B/KDR/KDM6B/STARD13/SLC40A1/NOTCH1/ADAMTS12/BMP6/NRG1/XDH/F11R/PDPN/SOX17/CD34/FOXC2/MYADM/ANXA2/COL18A1/CLDN5/DLL1/MIR1-1/SOX18/BMPR2/NOTCH4/MIR150/S1PR3/CEACAM1/ID1/ITGAX/MARVELD2/F2RL1/WNT7B/TNF,44
GO:0003279,GO:0003279,cardiac septum development,39/812,7.61E-06,0.000120204,8.28E-05,PLXND1/ISL1/PRDM1/FGFR2/SEMA3C/TBX5/TRIP11/SMAD7/SALL1/GATA3/FGF8/SUFU/HAND1/NRP2/TBX2/BMP4/PAX8/FGFRL1/TBX3/SMAD6/STRA6/LMO4/SLIT2/ANK2/NOTCH1/DHRS3/HEYL/TBX20/ROBO1/ZFPM2/SOX11/DAND5/ZFPM1/NKX2-5/TBX1/SLIT3/MIR1-1/BMPR2/MSX2,39
GO:0014066,GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,42/812,7.67E-06,0.000120862,8.33E-05,FGR/WNT16/FLT4/FGFR1/PPP2R5C/FLT1/MAPK3/TSC2/MAZ/GAB1/FLT3/TWIST1/STAMBP/SOX9/KDR/EPO/PDGFRA/CEP55/IGF1R/NTRK3/PIK3R5/PDGFC/EGFR/IL18/ANGPT1/PIK3CD/LEP/NTF3/SEMA4D/SRC/NTRK1/LIME1/LYN/ERBB3/CEACAM1/HCST/PIK3AP1/NCF1/F2RL1/RASGRP1/HCLS1/TNF,42
GO:0050772,GO:0050772,positive regulation of axonogenesis,32/812,7.79E-06,0.000122421,8.44E-05,PLXND1/PLXNA2/PLXNA1/LRP1/MACF1/MAP1B/NGF/PLXNC1/SKIL/NTRK3/SLIT2/PAK1/POU4F2/WNT3A/CHODL/TIAM1/ISLR2/SHOX2/ZEB2/ROBO1/DSCAM/BDNF/SLITRK1/CDH4/EFNA5/MAPT/SEMA4D/BMPR2/PLXNA4/CYFIP1/NEFL/CRABP2,32
GO:0021511,GO:0021511,spinal cord patterning,14/812,8.16E-06,0.00012797,8.82E-05,PAX6/DMRT3/GLI2/EVX1/GLI3/LHX3/SUFU/DBX1/RFX4/NKX2-2/ASCL1/NKX6-1/SHH/SOX1,14
GO:0042110,GO:0042110,T cell activation,118/812,8.56E-06,0.000133906,9.23E-05,MAD1L1/CYP26B1/ITGAL/SLC11A1/RUNX3/NCAPH2/CD44/PRDM1/CASP8/CBFB/RORA/TBX21/GLI2/NFATC2/SMAD7/CORO1A/CSK/LFNG/GLI3/DOCK8/GATA3/ZMIZ1/ZBTB16/CD5/TCIRG1/IL23A/TREML2/CCR6/CCND3/FOXP1/IGFBP2/IL1RL2/LEPR/NKX2-3/MAPK8IP1/RUNX2/EFNB2/BMP4/IL1B/PAX1/CCR7/BCL11B/EPO/PTPN22/VTCN1/DOCK2/HAVCR2/GPNMB/RAC1/IRF4/PDE5A/PAK1/IL18/ADAM8/CD8A/THY1/SH3RF1/CD1D/RUNX1/VCAM1/EOMES/SHH/SMAD3/CCDC88B/PIK3CD/BCL2/IL20RB/LEP/GRB2/EGR3/ZFPM1/CLEC4G/PDCD1/SEMA4A/SRC/KIF13B/CARD11/MAFB/LYN/WAS/FCGR2B/APBB1IP/CEACAM1/PTPRC/P2RX7/LILRB1/RASAL3/EBI3/TNFSF8/CCL2/ZAP70/TMEM131L/CCR2/SASH3/NCKAP1L/GPR18/FOXJ1/LILRB2/SPINK5/LCP1/SIT1/CD3G/TNFAIP8L2/IHH/F2RL1/CLEC4E/CLEC4D/CD300A/CLEC7A/RASGRP1/THEMIS/CLECL1/BTLA/LILRB4/SPN/CD3E/CR1/AIF1,118
GO:0001964,GO:0001964,startle response,15/812,8.77E-06,0.000136166,9.38E-05,CTNNA2/GRIN2D/DVL1/KCNA1/SLC6A3/GLRA1/DRD2/UCN/GRIN1/NRXN1/PENK/CSMD1/BACE1/GRIN3A/SLITRK6,15
GO:0003148,GO:0003148,outflow tract septum morphogenesis,15/812,8.77E-06,0.000136166,9.38E-05,ISL1/FGFR2/SEMA3C/FGF8/NRP2/TBX2/BMP4/SMAD6/TBX20/ROBO1/ZFPM2/NKX2-5/TBX1/BMPR2/MSX2,15
GO:0060384,GO:0060384,innervation,15/812,8.77E-06,0.000136166,9.38E-05,ISL1/ITGA4/PRKCG/UNC13A/LRIG1/GABRB2/POU4F1/VCAM1/RET/GABRB3/GABRA5/COL25A1/NTRK1/SLITRK6/NTF4,15
GO:0008361,GO:0008361,regulation of cell size,55/812,9.61E-06,0.000148446,0.000102287,FSTL4/SEMA3C/MAP2/MT3/NRCAM/DPYSL2/PTPRS/SLC12A7/TNR/LRP1/SLC12A5/MACF1/MAP1B/RAP1GAP2/VAV3/NGF/RAC1/LRRC8A/NTRK3/RPTOR/BARHL2/SLC12A9/PAK1/POU4F2/WNT3A/KCNMA1/VAV2/NKX6-1/RYK/UCN/RET/ISLR2/DSCAM/BDNF/CDH4/EFNA5/PRR16/SEMA4B/MAPT/DCC/SEMA4D/SEMA4A/BMPR2/PLXNA4/CYFIP1/XK/P2RX7/SEMA4G/KCNN4/MAG/PLEK/APOE/CRABP2/IQGAP3/KEL,55
GO:0048771,GO:0048771,tissue remodeling,55/812,9.61E-06,0.000148446,0.000102287,WNT16/CD38/SYT7/IL20RA/FLT4/CLDN18/FGF10/SEMA3C/NOX4/MMP2/EFNA2/CSK/SFRP1/HOXA3/FGF8/TCIRG1/IL23A/THBS4/IL1A/LEPR/GPNMB/RAC1/TNFRSF11A/EPHA2/EGFR/IL18/ADAM8/PRKCA/LRRK1/ACE/ABR/LRP5/HAND2/CARTPT/GREM1/LTBP3/LEP/FOXC2/CSF1R/MITF/BSX/NF1/SRC/BMPR2/MIR34B/BGLAP/ITGB3/CEACAM1/SNX10/P2RX7/CCR2/LIF/ELF3/IHH/DCSTAMP,55
GO:0003018,GO:0003018,vascular process in circulatory system,54/812,1.01E-05,0.000154987,0.000106794,CD38/TBXA2R/NOS1/CHGA/COMP/P2RX1/HRH2/ECE1/ADRA1A/DOCK4/KCNA5/TRPM4/MTNR1B/EDNRB/ADCYAP1/SLIT2/EGFR/DOCK5/HTR7/BMP6/DDAH1/ANGPT1/KCNMA1/ACE/ABR/NPPC/UCN/AVPR1A/MFSD2A/PTAFR/DRD5/ADRA1B/AZU1/PDE3A/PTPRM/LEP/FOXC2/HTR1A/CTNNBIP1/SLC8A1/PLA2G6/ADRB3/HRH1/SRC/BMPR2/PTGS2/CEACAM1/HMOX1/APOE/ACE2/F2RL1/ADORA2B/HTR1D/KEL,54
GO:0046849,GO:0046849,bone remodeling,33/812,1.09E-05,0.000167037,0.000115097,WNT16/CD38/SYT7/IL20RA/CLDN18/NOX4/EFNA2/CSK/SFRP1/TCIRG1/LEPR/RAC1/TNFRSF11A/EPHA2/EGFR/ADAM8/PRKCA/LRRK1/LRP5/CARTPT/GREM1/LTBP3/LEP/CSF1R/MITF/NF1/SRC/BGLAP/ITGB3/SNX10/P2RX7/IHH/DCSTAMP,33
GO:0051924,GO:0051924,regulation of calcium ion transport,72/812,1.11E-05,0.000169759,0.000116972,CAMK2A/GNAO1/REM1/NOS1/SLC9A1/JPH4/NTSR1/FGF14/CORO1A/HOMER2/P2RX1/STIM2/GRM6/PDE4D/STC2/GNAI2/OPRD1/RGS4/RAMP3/AHNAK/EPO/DYSF/EGF/STAC2/PSEN2/STAC/SNCA/ANK2/CRH/CACNA1B/DRD2/TMC2/CACNA1C/THY1/JPH3/UCN/CACNB2/STIM1/SLN/PRKCE/BCL2/GRIN1/ANXA2/SLC8A1/PLA2G6/PDE4B/P2RX2/HTT/RYR2/GJC2/MIR1-1/LIME1/TRIM27/LYN/ATP2C2/CD84/PTGS2/P2RX7/CEMIP/JPH1/LILRB1/CD33/CCL2/LILRB2/ATP1B1/CCR1/P2RY12/GRAMD2A/CRACR2B/GPR35/LILRA2/CCL4,72
GO:0031214,GO:0031214,biomineral tissue development,32/812,1.14E-05,0.000174361,0.000120143,FGR/SBNO2/FGFR2/SMPD3/COMP/MINPP1/COL1A1/TCIRG1/WNT6/TWIST1/BMP4/SOX9/TRPM4/KL/GPNMB/TFAP2A/FBN2/OSR1/RSPO2/NOTCH1/FOXO1/BMP6/ALPL/PKDCC/OSR2/NELL1/GREM1/SMAD3/STIM1/KLK4/LTBP3/AXIN2/PHOSPHO1/LEP/FAM20C/FAM83H/ANXA2/SLC8A1/TBX1/BMPR2/BGLAP/OC90/PTGS2/SNX10/P2RX7/MSX2/TUFT1/AHSG/CCR1/RFLNA/AMTN,51
GO:0110148,GO:0110148,biomineralization,32/812,1.14E-05,0.000174361,0.000120143,FGR/SBNO2/FGFR2/SMPD3/COMP/MINPP1/COL1A1/TCIRG1/WNT6/TWIST1/BMP4/SOX9/TRPM4/KL/GPNMB/TFAP2A/FBN2/OSR1/RSPO2/NOTCH1/FOXO1/BMP6/ALPL/PKDCC/OSR2/NELL1/GREM1/SMAD3/STIM1/KLK4/LTBP3/AXIN2/PHOSPHO1/LEP/FAM20C/FAM83H/ANXA2/SLC8A1/TBX1/BMPR2/BGLAP/OC90/PTGS2/SNX10/P2RX7/MSX2/TUFT1/AHSG/CCR1/RFLNA/AMTN,51
GO:0009187,GO:0009187,cyclic nucleotide metabolic process,19/812,1.18E-05,0.000178567,0.000123041,PDE4A/RORA/PDE4C/PDE10A/PDE8B/PDE4D/PDE1A/ADCY4/ADCY3/PDE5A/EPHA2/ADCY10/GUCY1A2/ADCY8/ADCY9/NPPC/ADCY1/ADCY5/PDE4B,19
GO:0072210,GO:0072210,metanephric nephron development,19/812,1.18E-05,0.000178567,0.000123041,SOX8/TFAP2B/PAX2/SALL1/TCF21/BMP4/SOX9/PAX8/PDGFRA/OSR1/KIF26B/RET/GDNF/IRX1/IRX2/CD34/WT1/LHX1/LIF,19
GO:0045216,GO:0045216,cell-cell junction organization,56/812,1.31E-05,0.000197772,0.000136275,CD9/PKP2/CBFB/MAP4K4/FSCN1/EPB41L3/SMAD7/CSK/SNAI1/KIFC3/CDH13/TBCD/EPHA2/IQSEC1/ANK2/CDH18/SDK1/CDH22/MPP7/CDH8/BMP6/PRKCA/FLCN/F11R/RUNX1/ACE/CADM3/NFASC/CLDN19/GJB2/RAB8B/PLEKHA7/SMAD3/CTNND2/CDH2/UGT8/CDH4/GPBAR1/CSF1R/CADM1/CLDN5/PKP3/SRC/MYO1C/ARL2/CDH17/GRHL2/PERP/ACE2/CRB3/MARVELD3/PTPRO/MARVELD2/F2RL1/GJB1/TNF,56
GO:0003156,GO:0003156,regulation of animal organ formation,18/812,1.31E-05,0.000197772,0.000136275,ISL1/FGF10/FGFR1/TBX5/FGF8/FGF1/BMP4/GATA5/NOTCH1/WNT3A/SPRY1/HAND2/SHH/GDNF/ROBO1/WT1/HOXA11/HOXC11,18
GO:0071542,GO:0071542,dopaminergic neuron differentiation,18/812,1.31E-05,0.000197772,0.000136275,SFRP1/FGF8/PITX3/PHOX2B/LMX1B/DMRTA2/SFRP2/RSPO2/WNT3A/TIAM1/LMX1A/EN1/RYK/SHH/PHOX2A/OTX2/FOXA2/FOXA1,18
GO:1905314,GO:1905314,semi-lunar valve development,18/812,1.31E-05,0.000197772,0.000136275,TNFRSF1A/GATA3/TWIST1/SNAI1/BMP4/SOX9/GATA5/NFATC1/SMAD6/STRA6/SLIT2/NOTCH1/HEYL/TBX20/ROBO1/SLIT3/BMPR2/EFNA1,18
GO:0022407,GO:0022407,regulation of cell-cell adhesion,104/812,1.33E-05,0.000198878,0.000137037,MAD1L1/CD9/RUNX3/CD44/PTPRU/CBFB/TBX21/GLI2/ITGA6/SMAD7/CORO1A/CSK/GLI3/DOCK8/GATA3/ZMIZ1/ZBTB16/CD5/IL23A/GCNT2/MDGA1/ITGA4/IGFBP2/IL1RL2/TNR/MAD2L2/EFNB2/BMP4/IL1B/CCR7/PODXL/EPO/PTPN22/VTCN1/HAVCR2/PCDH8/GPNMB/RAC1/IL1RN/PDE5A/ADAMTS18/MYO10/PAK1/FERMT3/IL18/ANK3/ADAM8/BMP6/THY1/PRKCA/MIA3/WNT3A/CD1D/RUNX1/ITGB2/PDPN/VCAM1/KIF26B/SHH/B4GALNT2/CCDC88B/PTAFR/IL20RB/LEP/GRB2/EGR3/MYADM/CLEC4G/EFNA5/PDCD1/SRC/ELANE/CARD11/LYN/FCGR2B/CEACAM1/PTPRC/CEACAM6/LILRB1/RASAL3/EBI3/CCL2/ZAP70/EPCAM/TMEM131L/CCR2/SASH3/NCKAP1L/FOXA2/FOXA1/FOXJ1/LILRB2/TNFAIP8L2/IHH/CD300A/RASGRP1/EPHB3/CLECL1/BTLA/LILRB4/SPN/CD3E/AIF1/TNF,104
GO:0014068,GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,32/812,1.36E-05,0.000203504,0.000140224,FGR/WNT16/FLT4/FGFR1/FLT1/MAZ/GAB1/FLT3/SOX9/KDR/EPO/PDGFRA/IGF1R/NTRK3/PIK3R5/PDGFC/IL18/ANGPT1/PIK3CD/LEP/NTF3/SEMA4D/SRC/NTRK1/LYN/ERBB3/HCST/PIK3AP1/NCF1/F2RL1/HCLS1/TNF,32
GO:0001947,GO:0001947,heart looping,25/812,1.37E-05,0.000203504,0.000140224,NDRG4/FGF8/SUFU/HAND1/TBX2/MICAL2/TBX3/LBX1/CCDC40/NOTCH1/TBX6/WNT3A/HAND2/TBX20/SHH/SOX17/SMAD3/NKX2-5/TBX1/DLL1/SOX18/NOTO/OVOL2/FOXH1/IHH,25
GO:0034113,GO:0034113,heterotypic cell-cell adhesion,25/812,1.37E-05,0.000203504,0.000140224,CD44/PKP2/NRCAM/MADCAM1/GCNT2/ITGA4/CD58/IL1B/IL1RN/ITGB7/ITGB1/THY1/CD1D/ITGB2/VCAM1/NFASC/MYADM/ITGB3/PTPRC/CEACAM6/PERP/LILRB2/ITGAX/ITGAD/TNF,25
GO:0031128,GO:0031128,developmental induction,17/812,1.44E-05,0.000213786,0.000147309,SOX8/FGF10/FGFR1/SALL1/FGF8/FGF1/BMP4/SOX9/GATA5/NKX2-1/SIX3/WNT3A/SPRY1/GDNF/ROBO1/HOXA11/HOXC11,17
GO:0032147,GO:0032147,activation of protein kinase activity,89/812,1.44E-05,0.000213786,0.000147309,SPAG9/SLC11A1/MAP2K3/FGF10/MAP4K4/STK10/TP73/CHRNA3/MT3/MAPKAPK5/CARD10/ANGPT4/STK24/MAPK3/AXIN1/STK3/TNFRSF10A/PRKAG2/RAPGEF1/IL23A/FGF1/MAPKAP1/GRM4/BMP4/IL1B/MAP2K2/TRAF2/ADCY4/EPO/TRAF7/NGF/TAOK3/PAK6/ADCY3/PLCE1/EGF/MAPK8IP3/PDE6H/NTRK3/RPTOR/MAP3K6/PDGFC/EGFR/PAK1/DRD2/IL18/GRM1/ANGPT1/TNIK/ADCY8/NRG1/ADCY9/UCN/CARTPT/ADCY1/RET/GREM1/ALK/MOS/ADCY5/TLR6/LEP/ERN1/EFNA5/NTF3/NRG3/PRKAR1B/SRC/MAP3K5/NTRK1/STK39/EMP2/ITGB3/GPRC5A/PTPRC/P2RX7/MAP4K1/GPRC5D/NCKAP1L/GDF15/CHI3L1/ERN2/CD300A/ADORA2B/FPR1/IQGAP3/PDE6G/WNT7B/TNF,89
GO:0050730,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,72/812,1.48E-05,0.000219401,0.000151178,ISL1/CNTN1/CD44/TNK2/TNFRSF1A/FGF10/NOX4/PTK6/ANGPT4/EHD4/SFRP1/FGF8/IL23A/THBS4/CBLB/EPHA4/ARHGEF2/ADRA1A/FLT3/EPO/SH3BP5/EGF/CBLC/SFRP2/PDGFC/TSLP/EGFR/IL18/BMP6/THY1/ANGPT1/LRRK1/WNT3A/NRG1/ACE/ITGB2/TAL1/IL22RA2/GREM1/GRM5/PRKCE/LEP/DOK7/BDNF/STAP2/CSF1R/EFNA5/SOCS3/HSF1/NTF3/CCK/SEMA4D/SRC/INPP5F/LYN/ITGB3/SRCIN1/GPRC5A/ERBB3/PTPRC/AREG/EREG/LIF/CD36/SAMSN1/NCF1/CD300A/EFNA1/HCLS1/ALKAL1/CD3E/TNF,72
GO:0003401,GO:0003401,axis elongation,16/812,1.54E-05,0.00022679,0.000156269,FGFR2/FGF10/ESR1/SFRP1/FGF1/BMP4/SOX9/HOXD13/SPRY2/SFRP2/WNT3A/SPRY1/SHH/MAGI2/SIX4/AREG,16
GO:0050901,GO:0050901,leukocyte tethering or rolling,14/812,1.56E-05,0.000228481,0.000157435,ADD2/MADCAM1/SELPLG/ITGA4/ITGB7/ITGB1/VCAM1/PTAFR/LEP/ELANE/CCR2/CX3CR1/SPN/TNF,14
GO:0051953,GO:0051953,negative regulation of amine transport,14/812,1.56E-05,0.000228481,0.000157435,CHGA/HRH3/RGS4/CNR1/GHSR/SNCA/CRH/DRD2/UCN/NPY5R/TRH/LEP/GRM7/P2RY12,14
GO:0003180,GO:0003180,aortic valve morphogenesis,15/812,1.58E-05,0.000232007,0.000159865,GATA3/TWIST1/SNAI1/BMP4/SOX9/GATA5/NFATC1/SMAD6/SLIT2/NOTCH1/HEYL/TBX20/ROBO1/SLIT3/EFNA1,15
GO:0035690,GO:0035690,cellular response to drug,110/812,1.79E-05,0.000261926,0.00018048,CFLAR/NOS2/DPEP1/ABCC2/KCNQ1/KCNH2/PDE4A/PAX2/CHRNA3/NCOA1/MT3/GNAO1/GNAS/DNMT3B/PALM/HRH3/CHRNA4/MAPK3/SMPD3/SFRP1/MET/RECQL5/OPRM1/HRH2/XRN1/GNAI2/ARHGEF2/RGS4/ITPR2/MT2A/SOX9/IL1B/TRAF2/KDR/KCNC1/KLF16/TRPM4/DDC/KDM6B/PTPN22/ADCY3/CYP1B1/SLIT2/CRHBP/GLRA1/EGFR/STAR/CRH/LCN2/HTR7/RGS10/DRD2/HMGA2/FOXO1/ADCY8/GNAQ/HTR6/MSX1/RNF149/HTR4/ADCY1/FBP1/GJB2/KCNC2/PPP1R14A/UGT3A2/PTAFR/DRD5/GPR37/ALK/PRKCE/ADCY5/BAIAP2/BNIP3/LY6H/HTR1A/CHRM4/NQO1/CHRM2/SLC8A1/EFNA5/PDE4B/HSF1/SMYD3/EIF4EBP1/AGRN/RYR1/HRH1/SRC/MAP3K5/NTRK1/RYR2/RYR3/AOC1/SPI1/PTGS2/P2RX7/HMOX1/MAP4K1/IL18RAP/BCL11A/PCK1/ID1/MMP3/CYBB/P2RY12/HTR1D/AIF1/TNF/UGT1A1,110
GO:0045995,GO:0045995,regulation of embryonic development,43/812,1.81E-05,0.000263582,0.000181622,LAMA3/CELSR1/FGFR1/HNF4A/LAMA1/SFRP1/STK3/LFNG/DVL1/GATA3/SUFU/LAMA4/TBX18/CDX1/TBX2/RBM19/SNAI1/BMP4/COL5A1/IL1RN/OSR1/SFRP2/CRB2/NOTCH1/WNT3A/GRHL3/B4GALT5/SHH/SOX17/OTX2/GDNF/DMRT2/NR2C2/MYADM/EHMT1/PHLDA2/DLL1/MIR1-1/TRAF3IP1/MIR150/LHX1/SIX4/FOXA2,43
GO:0072175,GO:0072175,epithelial tube formation,43/812,1.81E-05,0.000263582,0.000181622,SOX8/FGFR2/FGF10/CELSR1/PAX2/KDM2B/TSC2/SFRP1/STK3/COBL/LHX2/DVL1/GATA3/FGF8/SUFU/HAND1/WNT6/TWIST1/BMP4/SOX9/PAX8/PODXL/SHROOM3/LMO4/OSR1/GDF7/SFRP2/ST14/SKI/GRHL3/RET/GDNF/ZEB2/IRX1/IRX2/SOX11/IRX3/ALX1/PTCH1/TRIM71/GRHL2/SIX4/OVOL2,43
GO:0060350,GO:0060350,endochondral bone morphogenesis,28/812,1.89E-05,0.000272754,0.000187941,GNAS/TRIP11/SMPD3/IMPAD1/COMP/DLX5/COL1A1/MEF2D/MATN4/RUNX2/BMP4/SOX9/COL2A1/COL6A2/CSGALNACT1/BMP6/MMP16/ALPL/NPPC/VWA2/AXIN2/SHOX2/PHOSPHO1/ANXA2/COL14A1/BMPR2/HOXA11/IHH,28
GO:0030111,GO:0030111,regulation of Wnt signaling pathway,95/812,1.89E-05,0.000272754,0.000187941,HECW1/ISL1/WWTR1/PSMA4/DKK3/CDK14/PTPRU/TLE2/FGFR2/CBFB/FGF10/NLK/ESR1/RSPO4/FERMT1/FGF9/AXIN1/TSC2/SALL1/SFRP1/DKK4/STK3/DLX5/GRB10/GLI3/RAPGEF1/DVL1/CCNY/RNF43/COL1A1/CAPRIN2/MDFI/TBX18/APC2/IGFBP2/MAD2L2/RECK/LRP1/SOX9/MACF1/TRPM4/NFATC1/KREMEN2/BARX1/SIX3/EGF/TLE3/IGFBP4/SFRP2/EGFR/RSPO2/NOTCH1/TCF7L2/FOXO1/TCF7L1/LRRK1/WNT3A/DKK2/GNAQ/WIF1/TIAM1/SKI/RUNX1/PSMD6/TERT/SHH/SOX17/WNK2/GREM1/SMAD3/NXN/AXIN2/RSPO1/ZEB2/CTNND2/CDH2/RNF213/ZBED2/CTNNBIP1/GPC5/TSKU/NKX2-5/WWOX/RNF220/SHISA6/FAM53B/SRC/MIR1-1/PSMB8/ITGA3/TMEM131L/APOE/SCEL/PTPRO/FOXL1,95
GO:0014013,GO:0014013,regulation of gliogenesis,41/812,1.89E-05,0.000272754,0.000187941,SOX8/TP73/PITX3/NR2E1/EPHA4/LRP1/IL1B/NKX2-2/LDLR/EMX1/NTRK3/ADCYAP1/DLX1/TTBK1/NOTCH1/TIAM1/SKI/SLC45A3/NKX6-1/TERT/SHH/CDH2/ID4/DAB1/SOX11/PLAG1/IDH2/ASCL2/NF1/GJC2/OLIG2/MIR125B1/LYN/MAG/CCR2/LIF/IL34/CX3CR1/P2RY12/TNF/ZNF488,41
GO:0009880,GO:0009880,embryonic pattern specification,25/812,1.91E-05,0.000274896,0.000189417,FGFR2/FGF10/COBL/MEOX2/ZBTB16/NRP2/TBX3/SMAD6/PCSK6/TBX6/SIM2/SHH/SMAD3/HOXD8/BASP1/NEUROG1/WT1/PTCH1/DLL1/RIPPLY2/NOTO/LHX1/IHH/RIPPLY3/TIFAB,25
GO:0032623,GO:0032623,interleukin-2 production,25/812,1.91E-05,0.000274896,0.000189417,SLC11A1/TBX21/HOMER2/GATA3/PDE4D/IL1A/SPTBN1/IL1B/TRAF2/VTCN1/HAVCR2/IRF4/IL18/RUNX1/CD34/IL20RB/PDE4B/IL1RAP/CARD11/TRIM27/PTPRC/CCR2/SASH3/CLEC7A/CD3E,25
GO:0016079,GO:0016079,synaptic vesicle exocytosis,40/812,1.92E-05,0.000275009,0.000189495,SYT7/APBA2/SYT1/CAMK2A/RIMS1/DNM1L/STX1B/RIMS4/DNAJC5/CHRNA4/NAPA/DVL1/P2RX1/CNR1/ADRA1A/GIPC1/PRKCG/SYT5/UNC13A/SNAP25/SYT6/SNCA/CPLX2/DRD2/DGKI/ADCY1/CACNB2/PRKCB/PRRT2/CPLX1/RIMS2/CHRM2/BACE1/ERC2/GRIN3A/P2RX7/STX1A/SYT8/CHRNA5/ADORA2B,40
GO:0002065,GO:0002065,columnar/cuboidal epithelial cell differentiation,38/812,1.95E-05,0.000279014,0.000192255,PAX6/PRDM1/FGFR2/TP63/FGFR1/POU4F3/HNF4A/PTK6/KLF5/HOXA5/AGR2/FGF8/NKX3-2/NPY/CDKN1A/BMP4/NKX2-2/GATA5/PYY/EMX1/MYO7A/ASCL1/NOTCH1/BMP6/NEUROD1/NKX6-1/CDH2/INSM1/SOX11/FAM20C/RXRA/DLL1/USH1C/ESRP1/SPDEF/FOXA1/PDX1/SLITRK6,38
GO:0032526,GO:0032526,response to retinoic acid,37/812,1.95E-05,0.000279014,0.000192255,CYP26B1/CD38/EPHA3/LTK/FGFR2/SREBF1/PAX2/NCOA1/TESC/CYP26A1/PTK6/ADNP2/HOXA2/COL1A1/FZD10/IGFBP2/WNT6/DUSP1/SOX9/ALDH1A2/ASCL1/NTRK3/ABL2/OSR1/BMP6/WNT3A/GJB2/RET/LEP/TBX1/PTCH1/RXRA/GJB3/LYN/PCK1/WNT7B/BRINP2,37
GO:0014074,GO:0014074,response to purine-containing compound,47/812,1.96E-05,0.000279014,0.000192255,KCNQ1/PTPRN/SREBF1/AACS/NOX4/DNMT3B/HCN2/AQP8/RAPGEF1/P2RX1/ALDH3A1/COL1A1/PANX1/XRN1/SDC1/DUSP1/ITPR2/IL1B/FOSB/VGF/CDO1/TRPM4/DUOX2/SLC6A3/CNGA3/CRHBP/STAR/SLC6A1/HCN1/PTAFR/FOS/BSG/PDE3A/KCNE1/PENK/SLC8A1/WT1/P2RX2/RYR1/RYR2/RYR3/PTGS2/P2RX7/AREG/PCK1/P2RY12/FOSL1,47
GO:0006814,GO:0006814,sodium ion transport,63/812,1.99E-05,0.000283339,0.000195235,HECW1/CNTN1/PKP2/SLC9A3/TRPM5/SLC6A15/TESC/NOS1/FXYD3/SLC9A1/SLC17A6/HCN2/NKAIN4/SLC17A7/ATP4A/SCNN1A/FGF12/SLC5A7/SLC8A2/SGK1/WNK4/ATP1B2/TRPM4/SLC41A1/SLC24A4/SLC13A5/SIK1/OSR1/SLC10A4/DRD2/FXYD4/ANK3/GPD1L/SPTBN4/ATP1A1/HCN1/WNK2/NETO1/SLC38A8/SLC20A2/PRKCE/SLC9A4/SLC8A1/NKX2-5/NKAIN3/ATP4B/SCN8A/SLC34A3/STK39/FXYD7/SLC5A8/SCN4A/PRSS8/PTPN3/SLC4A11/P2RX7/PKD2L1/SLC9A2/SLC6A8/ATP1A4/KCNK1/ATP1B1/SCN11A,63
GO:0008038,GO:0008038,neuron recognition,21/812,2.02E-05,0.00028609,0.000197131,CELSR3/EPHA3/NRCAM/CRTAC1/EPHA4/CNR1/PALLD/CNTN4/FEZF2/ROBO3/NCAM2/NEXN/ROBO1/DSCAM/BSG/CNTNAP2/DSCAML1/NTM/OPCML/VSTM2L/EPHB3,21
GO:0035050,GO:0035050,embryonic heart tube development,29/812,2.03E-05,0.000286644,0.000197512,NDRG4/FGF8/SUFU/HAND1/TBX2/MICAL2/TBX3/LBX1/CCDC40/NOTCH1/TBX6/WNT3A/HAND2/TBX20/SHH/SOX17/SMAD3/FOXC2/NKX2-6/NKX2-5/TBX1/RYR2/DLL1/SOX18/TRAF3IP1/NOTO/OVOL2/FOXH1/IHH,29
GO:0007605,GO:0007605,sensory perception of sound,46/812,2.03E-05,0.000286644,0.000197512,KCNQ1/COL11A1/FGFR1/POU4F3/SLC26A4/MYO3A/CRYM/HOMER2/MYH14/HOXA1/COL1A1/EYA4/SOBP/KCNQ4/EML2/PAX3/SPRY2/TFAP2A/MYO7A/COL2A1/SRRM4/ESPNL/LRIG1/GABRB2/TMC2/CNTN5/POU4F2/SPTBN4/UCN/GJB2/GABRB3/NAV2/KCNE1/TBX1/GABRA5/P2RX2/GRM7/COL11A2/USH1C/SLC52A3/CEMIP/MARVELD2/OTOA/TMPRSS3/MYO1A/SLITRK6,46
